timestamp,evento
4462608,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4464894,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4464894,Importatore 19 ha importato
4467891,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4468957,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4468957,Importatore 24 ha importato
4472880,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4473769,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4473769,Importatore 19 ha importato
4476668,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4478412,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4478412,Importatore 20 ha importato
4480410,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4481516,Importatore 23 ha importato
4481516,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4485775,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4486642,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4486642,Importatore 18 ha importato
4492959,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4494115,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4494115,Importatore 19 ha importato
4496927,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4497971,Importatore 24 ha importato
4497971,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4499895,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4501009,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4501009,Importatore 25 ha importato
4502311,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4503250,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4503250,Importatore 20 ha importato
4509615,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4511341,Importatore 20 ha importato
4511341,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4516280,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4518156,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4518156,Importatore 20 ha importato
4521236,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4522117,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4522117,Importatore 26 ha importato
4524254,Consumatore con id 7 ha acquistato da 38
4527784,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4528664,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4528664,Importatore 20 ha importato
4535249,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4536214,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4536214,Importatore 21 ha importato
4539827,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4541134,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4541134,Importatore 19 ha importato
4545292,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4547582,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4547582,Importatore 26 ha importato
4550135,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4551467,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4551467,Importatore 18 ha importato
4554713,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4556356,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4556356,Importatore 19 ha importato
4560069,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4564010,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4564010,Importatore 21 ha importato
4566378,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4567647,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4567647,Importatore 25 ha importato
4571235,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4572183,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4572183,Importatore 22 ha importato
4574692,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4575740,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4575740,Importatore 22 ha importato
4581322,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4583144,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4583144,Importatore 22 ha importato
4588072,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4589009,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4589009,Importatore 18 ha importato
4592579,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4593821,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4593821,Importatore 19 ha importato
4599909,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4601421,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4601421,Importatore 24 ha importato
4607526,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4608433,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4608433,Importatore 25 ha importato
4610035,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4611799,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4611799,Importatore 21 ha importato
4617964,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4620554,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4620554,Importatore 23 ha importato
4623073,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4624218,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4624218,Importatore 18 ha importato
4627966,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4629157,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4629157,Importatore 24 ha importato
4630908,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4631846,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4631846,Importatore 22 ha importato
4637681,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4638487,Consumatore con id 9 ha acquistato da 39
4638745,Importatore 21 ha importato
4638745,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4641529,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4642612,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4642612,Importatore 26 ha importato
4647084,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4648574,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4648574,Importatore 23 ha importato
4653112,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4654059,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4654059,Importatore 21 ha importato
4658809,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4659921,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4659921,Importatore 25 ha importato
4661747,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4663167,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4663167,Importatore 25 ha importato
4665297,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4666318,Importatore 23 ha importato
4666318,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4671472,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4672785,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4672785,Importatore 26 ha importato
4676741,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4677747,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4677747,Importatore 22 ha importato
4680453,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4681582,Importatore 23 ha importato
4681582,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4686937,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4687815,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4687815,Importatore 22 ha importato
4694093,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4695009,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4695009,Importatore 23 ha importato
4697662,Consumatore con id 14 ha acquistato da 38
4701343,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4702428,Importatore 23 ha importato
4702428,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4704798,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4705937,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4705937,Importatore 22 ha importato
4711495,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4713425,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4713425,Importatore 21 ha importato
4719136,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4720120,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4720120,Importatore 19 ha importato
4726924,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4728408,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4728408,Importatore 20 ha importato
4734052,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4735401,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4735401,Importatore 24 ha importato
4738809,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4740109,Importatore 21 ha importato
4740109,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4746010,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4749093,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4749093,Importatore 24 ha importato
4750628,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4752140,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4752140,Importatore 24 ha importato
4757471,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4758462,Importatore 21 ha importato
4758462,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4764968,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4766042,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4766042,Importatore 24 ha importato
4771554,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4772897,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4772897,Importatore 26 ha importato
4778732,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4779673,Importatore 26 ha importato
4779673,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4783424,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4784336,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4784336,Importatore 20 ha importato
4787607,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4788884,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4788884,Importatore 26 ha importato
4789575,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4791308,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4791308,Importatore 20 ha importato
4793921,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4795283,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4795283,Importatore 21 ha importato
4797473,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4798362,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4798362,Importatore 25 ha importato
4800754,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4801692,Importatore 21 ha importato
4801692,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4807325,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4809585,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4809585,Importatore 24 ha importato
4811581,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4812959,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4812959,Importatore 23 ha importato
4817082,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4818152,Importatore 18 ha importato
4818152,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4822731,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4823889,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4823889,Importatore 19 ha importato
4824784,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4825750,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4825750,Importatore 25 ha importato
4830875,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4832113,Importatore 25 ha importato
4832113,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4835224,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4835508,Consumatore con id 17 ha acquistato da 40
4836194,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4836194,Importatore 25 ha importato
4838124,Consumatore con id 12 ha acquistato da 37
4841096,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4842504,Consumatore con id 16 ha acquistato da 36
4842573,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4842573,Importatore 18 ha importato
4845989,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4847979,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4847979,Importatore 26 ha importato
4853492,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4854476,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4854476,Importatore 26 ha importato
4858984,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4859884,Importatore 21 ha importato
4859884,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4864627,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4865526,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4865526,Importatore 25 ha importato
4871840,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4872941,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4872941,Importatore 25 ha importato
4875751,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4876990,Importatore 26 ha importato
4876990,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4879514,Consumatore con id 13 ha acquistato da 39
4879994,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4881247,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4881247,Importatore 24 ha importato
4882986,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4884529,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4884529,Importatore 20 ha importato
4890045,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4891412,Importatore 21 ha importato
4891412,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4895091,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4897005,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4897005,Importatore 25 ha importato
4902031,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4903045,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4903045,Importatore 20 ha importato
4905641,Consumatore con id 6 ha acquistato da 40
4909880,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4910747,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4910747,Importatore 22 ha importato
4915595,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4916804,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4916804,Importatore 19 ha importato
4921098,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4922251,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4922251,Importatore 22 ha importato
4926802,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4927882,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4927882,Importatore 18 ha importato
4930585,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4932796,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4932796,Importatore 26 ha importato
4933322,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4934825,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4934825,Importatore 20 ha importato
4940599,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4941990,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4941990,Importatore 25 ha importato
4943382,Consumatore con id 15 ha acquistato da 41
4944022,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4945305,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4945305,Importatore 23 ha importato
4947815,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4949809,Importatore 23 ha importato
4949809,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4953564,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4955248,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4955248,Importatore 22 ha importato
4961282,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4962288,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4962288,Importatore 18 ha importato
4968128,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4969220,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4969220,Importatore 25 ha importato
4971333,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4972447,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4972447,Importatore 19 ha importato
4973254,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4974351,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4974351,Importatore 26 ha importato
4975298,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4977456,Importatore 24 ha importato
4977456,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4980188,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4981172,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4981172,Importatore 23 ha importato
4984515,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4985821,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4985821,Importatore 19 ha importato
4988729,Consumatore con id 10 ha acquistato da 40
4989318,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4990589,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4990589,Importatore 20 ha importato
4995718,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
4997132,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
4997132,Importatore 24 ha importato
4999415,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5000351,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5000351,Importatore 18 ha importato
5003593,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5004511,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5004511,Importatore 20 ha importato
5009322,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5010255,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5010255,Importatore 24 ha importato
5012143,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5013887,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5013887,Importatore 23 ha importato
5018671,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5020248,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5020248,Importatore 21 ha importato
5024882,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5025834,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5025834,Importatore 19 ha importato
5032026,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5033899,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5033899,Importatore 21 ha importato
5036430,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5037357,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5037357,Importatore 18 ha importato
5039290,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5040716,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5040716,Importatore 23 ha importato
5041433,Consumatore con id 11 ha acquistato da 38
5041471,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5042695,Importatore 18 ha importato
5042695,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5046338,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5047899,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5047899,Importatore 24 ha importato
5050820,Consumatore con id 8 ha acquistato da 36
5052557,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5053453,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5053453,Importatore 20 ha importato
5057326,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5058285,Importatore 24 ha importato
5058285,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5063572,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5064466,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5064466,Importatore 19 ha importato
5069107,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5070773,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5070773,Importatore 19 ha importato
5074411,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5075793,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5075793,Importatore 26 ha importato
5078025,Consumatore con id 7 ha acquistato da 38
5079538,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5080531,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5080531,Importatore 18 ha importato
5084541,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5086070,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5086070,Importatore 20 ha importato
5090203,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5091580,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5091580,Importatore 22 ha importato
5095014,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5095949,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5095949,Importatore 21 ha importato
5102032,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5103268,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5103268,Importatore 25 ha importato
5108917,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5110460,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5110460,Importatore 23 ha importato
5112304,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5113182,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5113182,Importatore 21 ha importato
5119370,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5120369,Importatore 23 ha importato
5120369,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5122371,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5123259,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5123259,Importatore 21 ha importato
5128492,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5129748,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5129748,Importatore 23 ha importato
5135449,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5136475,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5136475,Importatore 22 ha importato
5143108,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5144187,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5144187,Importatore 23 ha importato
5150605,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5151762,Importatore 23 ha importato
5151762,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5155536,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5156600,Importatore 20 ha importato
5156600,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5160499,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5161721,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5161721,Importatore 25 ha importato
5165540,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5166550,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5166550,Importatore 20 ha importato
5171811,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5173215,Importatore 25 ha importato
5173215,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5179353,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5180331,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5180331,Importatore 26 ha importato
5183522,Consumatore con id 9 ha acquistato da 39
5186385,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5187709,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5187709,Importatore 21 ha importato
5191946,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5192906,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5192906,Importatore 26 ha importato
5195660,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
5197089,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
5197089,Importatore 23 ha importato
